"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"COL","CROPYIELD","MAIZE","THND_TONNE","A","2019",2310.952608227,
"COL","CROPYIELD","MAIZE","THND_TONNE","A","2020",2348.27193088,
"COL","CROPYIELD","MAIZE","THND_TONNE","A","2021",2474.932851884,
"COL","CROPYIELD","MAIZE","THND_TONNE","A","2022",2609.650909822,
"COL","CROPYIELD","MAIZE","THND_TONNE","A","2023",2713.770730599,
"COL","CROPYIELD","MAIZE","THND_TONNE","A","2024",2767.944496559,
"COL","CROPYIELD","MAIZE","THND_TONNE","A","2025",2801.943731006,
"COL","CROPYIELD","MAIZE","THND_TONNE","A","2026",2845.253186325,
"COL","CROPYIELD","MAIZE","THND_TONNE","A","2027",2893.981535046,
"ARG","CROPYIELD","MAIZE","THND_HA","A","1990",1560,
"ARG","CROPYIELD","MAIZE","THND_HA","A","1991",1900,
"ARG","CROPYIELD","MAIZE","THND_HA","A","1992",2365,
"ARG","CROPYIELD","MAIZE","THND_HA","A","1993",2503,
"ARG","CROPYIELD","MAIZE","THND_HA","A","1994",2445,
"ARG","CROPYIELD","MAIZE","THND_HA","A","1995",2522,
"ARG","CROPYIELD","MAIZE","THND_HA","A","1996",2604,
"ARG","CROPYIELD","MAIZE","THND_HA","A","1997",3410,
"ARG","CROPYIELD","MAIZE","THND_HA","A","1998",3185,
"ARG","CROPYIELD","MAIZE","THND_HA","A","1999",2515,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2000",3098,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2001",2815,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2002",2420,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2003",2323,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2004",2339,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2005",2783,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2006",2447,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2007",2838,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2008",3413,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2009",2362,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2010",2904,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2011",3747,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2012",3696,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2013",4863,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2014",4836,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2015",4626,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2016",5346,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2017",5199.690684,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2018",5260.396301826,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2019",5304.737655949,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2020",5350.943655891,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2021",5408.288409202,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2022",5485.544595388,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2023",5558.434235963,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2024",5621.141216254,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2025",5670.00162673,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2026",5721.422130336,
"ARG","CROPYIELD","MAIZE","THND_HA","A","2027",5776.594183573,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1990",1.402366877,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1991",1.418632031,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1992",1.364055276,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1993",1.379977226,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1994",1.480898857,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1995",1.608556151,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1996",1.606680989,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1997",1.62593782,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1998",1.730769277,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1999",1.717791438,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2000",1.740677953,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2001",1.767629623,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2002",1.856867909,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2003",2.003378868,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2004",2.848849058,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2005",2.984261036,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2006",3.036381483,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2007",3.426520824,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2008",3.415074587,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2009",3.487862349,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2010",3.805173397,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2011",3.991076231,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2012",4.306224823,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2013",4.231236935,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2014",4.388444424,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2015",4.545454502,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2016",4.958528996,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2017",4.813278198,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2018",4.885477371,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2019",4.954389986,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2020",5.026465922,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2021",5.102407138,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2022",5.182506071,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2023",5.262407169,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2024",5.340811141,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2025",5.4185449,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2026",5.498126771,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2027",5.580480262,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1990",1,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1991",2.857142925,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1992",3,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1993",3.142857075,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1994",3,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1995",3.142857075,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1996",3.285714388,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1997",3.285714388,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1998",3.428571463,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1999",3.571428537,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2000",3.571428537,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2001",3.571428537,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2002",3.571428537,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2003",3.571428537,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2004",3.571428537,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2005",3.571428537,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2006",3.571428537,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2007",3.571428537,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2008",3.571428537,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2009",1.166666627,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2010",1.454545498,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2011",1.894736886,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2012",2,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2013",1.967741966,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2014",2.057142973,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2015",2,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2016",2,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2017",2,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2018",2.059297116,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2019",2.089733866,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2020",2.125521158,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2021",2.159752071,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2022",2.194047291,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2023",2.228621148,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2024",2.263688423,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2025",2.299303838,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2026",2.335332798,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2027",2.372116612,
"USA","CROPYIELD","MAIZE","THND_HA","A","1990",27114.029,
"USA","CROPYIELD","MAIZE","THND_HA","A","1991",27842.4656,
"USA","CROPYIELD","MAIZE","THND_HA","A","1992",29177.9327,
"USA","CROPYIELD","MAIZE","THND_HA","A","1993",25454.8123,
"USA","CROPYIELD","MAIZE","THND_HA","A","1994",29501.6823,
"USA","CROPYIELD","MAIZE","THND_HA","A","1995",26304.655,
"USA","CROPYIELD","MAIZE","THND_HA","A","1996",29380.2762,
"USA","CROPYIELD","MAIZE","THND_HA","A","1997",29420.7449,
"USA","CROPYIELD","MAIZE","THND_HA","A","1998",29380.2762,
"USA","CROPYIELD","MAIZE","THND_HA","A","1999",28530.4335,
"USA","CROPYIELD","MAIZE","THND_HA","A","2000",29315.52628,
"USA","CROPYIELD","MAIZE","THND_HA","A","2001",27845.703096,
"USA","CROPYIELD","MAIZE","THND_HA","A","2002",28044.8091,
"USA","CROPYIELD","MAIZE","THND_HA","A","2003",31848.8669,
"USA","CROPYIELD","MAIZE","THND_HA","A","2004",29784.9632,
"USA","CROPYIELD","MAIZE","THND_HA","A","2005",30391.9937,
"USA","CROPYIELD","MAIZE","THND_HA","A","2006",28570.9022,
"USA","CROPYIELD","MAIZE","THND_HA","A","2007",35005.4255,
"USA","CROPYIELD","MAIZE","THND_HA","A","2008",31808.3982,
"USA","CROPYIELD","MAIZE","THND_HA","A","2009",32172.6165,
"USA","CROPYIELD","MAIZE","THND_HA","A","2010",32941.5218,
"USA","CROPYIELD","MAIZE","THND_HA","A","2011",33993.708,
"USA","CROPYIELD","MAIZE","THND_HA","A","2012",35369.6438,
"USA","CROPYIELD","MAIZE","THND_HA","A","2013",35410.1125,
"USA","CROPYIELD","MAIZE","THND_HA","A","2014",33629.4897,
"USA","CROPYIELD","MAIZE","THND_HA","A","2015",32658.2409,
"USA","CROPYIELD","MAIZE","THND_HA","A","2016",35086.3629,
"USA","CROPYIELD","MAIZE","THND_HA","A","2017",33467.6149,
"USA","CROPYIELD","MAIZE","THND_HA","A","2018",33716.66297337,
"USA","CROPYIELD","MAIZE","THND_HA","A","2019",33234.62064249,
"USA","CROPYIELD","MAIZE","THND_HA","A","2020",33171.537120456,
"USA","CROPYIELD","MAIZE","THND_HA","A","2021",32940.938179464,
"USA","CROPYIELD","MAIZE","THND_HA","A","2022",33019.917953209,
"USA","CROPYIELD","MAIZE","THND_HA","A","2023",32680.971442353,
"USA","CROPYIELD","MAIZE","THND_HA","A","2024",32695.348058693,
"USA","CROPYIELD","MAIZE","THND_HA","A","2025",32440.388163556,
"USA","CROPYIELD","MAIZE","THND_HA","A","2026",32199.956646873,
"USA","CROPYIELD","MAIZE","THND_HA","A","2027",32172.068970891,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","1990",3.027731192,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","1991",3.073952755,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","1992",3.184140572,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","1993",3.396703104,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","1994",3.317796065,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","1995",3.520999764,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","1996",3.626260377,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","1997",3.467178139,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","1998",3.806359773,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","1999",3.683047346,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2000",3.544460609,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2001",3.773526295,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2002",3.812967517,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2003",3.91935663,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2004",4.043477211,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2005",4.11749901,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2006",4.224612191,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2007",4.19617583,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2008",4.592922394,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2009",4.26372014,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2010",4.638149103,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2011",4.799890269,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2012",5.067943645,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2013",5.244175489,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2014",5.127903955,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2015",5.243790956,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2016",5.015663289,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2017",5.463570898,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2018",5.359336834,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2019",5.421917483,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2020",5.486666852,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2021",5.550408084,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2022",5.621127854,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2023",5.686102673,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2024",5.75050535,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2025",5.810688481,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2026",5.876194321,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2027",5.941491756,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1990",1.528821463,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1991",1.538398871,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1992",1.681127983,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1993",1.456460518,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1994",1.268226963,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1995",1.519874328,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1996",1.633662962,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1997",1.567052533,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1998",1.437736738,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1999",1.334313883,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2000",1.313544374,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2001",1.501281643,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2002",1.423493886,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2003",1.306313474,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2004",1.625073297,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2005",1.739103215,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2006",1.733046716,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2007",1.49796111,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2008",1.763297095,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2009",1.981797481,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2010",1.474965697,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2011",1.66211512,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2012",1.515536479,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2013",1.925091527,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2014",1.865549483,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2015",1.826562665,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2016",1.539315298,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2017",1.617647059,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2018",1.625735295,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2019",1.633733152,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2020",1.641950303,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2021",1.650198353,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2022",1.658453878,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2023",1.666750611,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2024",1.675094044,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2025",1.683482806,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2026",1.691905705,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2027",1.700378674,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","1990",13.714285851,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","1991",15,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","1992",13.166666985,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","1993",11.833333015,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","1994",11,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","1995",10.666666985,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","1996",1,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","1997",1,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","1998",1,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","1999",1,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2000",1.333333373,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2001",1.166666627,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2002",1,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2003",1,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2004",10,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2005",6.5,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2006",19.5,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2007",18.600000382,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2008",19.799999237,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2009",27,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2010",28.666666031,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2011",34.285713196,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2012",25.757575989,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2013",22.916666031,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2014",33.958332062,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2015",22.25,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2016",26.666666031,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2017",30,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2018",26.718731334,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2019",27.195096116,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2020",27.634892541,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2021",28.072443862,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2022",28.526145762,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2023",28.959745379,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2024",29.37844024,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2025",29.793508303,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2026",30.227299836,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2027",30.670092818,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","1990",19418.6001,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","1991",23042.1001,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","1992",25059.2001,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","1993",25934.1001,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","1994",23189.7001,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","1995",23166.8741,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","1996",26392.6361,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","1997",31307.4401,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","1998",30987.4761,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","1999",32820.8261,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2000",37907.2591,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2001",42107.6181,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2002",51919.4401,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2003",49549.9411,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2004",51182.0741,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2005",52464.6401,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2006",57857.1721,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2007",59833.1051,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2008",57345.3821,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2009",68756.3431,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2010",74815.4471,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2011",65848.8571,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2012",81724.4771,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2013",86760.5201,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2014",97180.0001,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2015",95435.0001,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2016",114075.0001,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2017",108300.0001,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2018",114211.644644223,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2019",116526.873851878,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2020",117961.290799234,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2021",119381.632145266,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2022",120954.056519556,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2023",122513.319908241,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2024",124071.611755473,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2025",125656.526905662,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2026",127267.071067501,
"BRA","CROPYIELD","SOYBEAN","THND_TONNE","A","2027",128877.777890214,
"CHN","CROPYIELD","MAIZE","THND_HA","A","1990",21401,
"CHN","CROPYIELD","MAIZE","THND_HA","A","1991",21574,
"CHN","CROPYIELD","MAIZE","THND_HA","A","1992",21044,
"CHN","CROPYIELD","MAIZE","THND_HA","A","1993",20694,
"CHN","CROPYIELD","MAIZE","THND_HA","A","1994",21152,
"CHN","CROPYIELD","MAIZE","THND_HA","A","1995",22776,
"CHN","CROPYIELD","MAIZE","THND_HA","A","1996",24498,
"CHN","CROPYIELD","MAIZE","THND_HA","A","1997",23775,
"CHN","CROPYIELD","MAIZE","THND_HA","A","1998",25239,
"CHN","CROPYIELD","MAIZE","THND_HA","A","1999",25904,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2000",23056,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2001",24282,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2002",24634,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2003",24068,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2004",25445,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2005",26358,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2006",28463,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2007",29478,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2008",29864,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2009",31183,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2010",32500,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2011",33542,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2012",35030,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2013",36318,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2014",37123,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2015",38119,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2016",36770,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2017",35450,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2018",36599.999932383,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2019",36705.369374261,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2020",36814.568990992,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2021",36925.520163637,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2022",37053.330627366,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2023",37183.411155493,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2024",37305.37194036,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2025",37411.083419019,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2026",37516.00596574,
"CHN","CROPYIELD","MAIZE","THND_HA","A","2027",37621.510215979,
"ISR","CROPYIELD","SOYBEAN","THND_TONNE","A","1990",0.00019,
"ISR","CROPYIELD","SOYBEAN","THND_TONNE","A","1991",0.00019,
"ISR","CROPYIELD","SOYBEAN","THND_TONNE","A","1992",0.00019,
"ISR","CROPYIELD","SOYBEAN","THND_TONNE","A","1993",0.00019,
"ISR","CROPYIELD","SOYBEAN","THND_TONNE","A","1994",0.00019,
"ISR","CROPYIELD","SOYBEAN","THND_TONNE","A","1995",0.00019,
"ISR","CROPYIELD","SOYBEAN","THND_TONNE","A","1996",0.00019,
"ISR","CROPYIELD","SOYBEAN","THND_TONNE","A","1997",0.00019,
"ISR","CROPYIELD","SOYBEAN","THND_TONNE","A","1998",0.00019,
"ISR","CROPYIELD","SOYBEAN","THND_TONNE","A","1999",0.00019,
"ISR","CROPYIELD","SOYBEAN","THND_TONNE","A","2000",0.00019,
